balcony,bath,bhk,price,site_location,total_sqft,area_type
1,2,2,42.5,Raviwar Peth,965,Built-up  Area
1,2,2,42.5,Shukrawar Peth,1035,Built-up  Area
1,2,2,42.52,Kondhwa Khurd,1063,Super built-up  Area
1,2,2,42.59,Somwar Peth,1065,Super built-up  Area
1,2,2,42.6,Erandwane,1065,Super built-up  Area
1,2,2,42.6,Khadaki,1200,Super built-up  Area
1,2,2,42.6,Law College Road,1065,Super built-up  Area
1,2,2,42.6,Tilak Road,1065,Super built-up  Area
1,2,2,42.66,Kothrud,1185,Built-up  Area
1,2,2,42.75,Model colony,1141,Super built-up  Area
1,2,2,42.79,Hadapsar,1070,Super built-up  Area
1,2,2,42.79,Kondhwa Budruk,1141,Super built-up  Area
1,2,2,42.79,Mahatma Gandhi Road,1074,Super built-up  Area
1,2,2,42.79,Mangalwar peth,1070,Super built-up  Area
1,2,2,42.79,Warje,1070,Super built-up  Area
1,2,2,42.8,Bhavani Peth,1070,Super built-up  Area
1,2,2,42.8,Shaniwar Peth,1074,Super built-up  Area
1,2,2,42.81,Nagar Road,1223,Super built-up  Area
1,2,2,42.83,Aundh,1020,Super built-up  Area
1,2,2,42.83,Karve Nagar,1020,Super built-up  Area
1,2,2,42.87,Shukrawar Peth,1072,Super built-up  Area
1,2,2,42.87,Tilak Road,1072,Super built-up  Area
1,2,2,42.9,Model colony,1151,Super built-up  Area
1,2,2,42.99,Warje,1075,Super built-up  Area
1,2,2,43,Dehu Road,1050,Super built-up  Area
1,2,2,43,Dhole Patil Road,1055,Super built-up  Area
1,2,2,43,Erandwane,1015,Super built-up  Area
1,2,2,43,Ganeshkhind,1003,Super built-up  Area
1,2,2,43,Hadapsar,1068,Super built-up  Area
1,2,2,43,Hadapsar,1165,Super built-up  Area
1,2,2,43,Narayangaon,975,Super built-up  Area
1,2,2,43,Narayangaon,1096,Super built-up  Area
1,2,2,43,Narayangaon,1153,Super built-up  Area
1,2,2,43,Paud Road,1110,Built-up  Area
1,2,2,43,Shukrawar Peth,1250,Super built-up  Area
1,2,2,43,Vishrant Wadi,1005,Super built-up  Area
1,2,2,43.09,Gokhale Nagar,1106,Built-up  Area
1,2,2,43.1,Budhwar Peth,1151,Super built-up  Area
1,2,2,43.16,Bhandarkar Road,1151,Super built-up  Area
1,2,2,43.25,Narayangaon,1100,Built-up  Area
1,2,2,43.32,Mundhawa,1140,Super built-up  Area
1,2,2,43.4,Pune Railway Station,1085,Super built-up  Area
1,2,2,43.5,Koregaon Park,1148,Super built-up  Area
1,2,2,43.5,Sasson Road,1050,Super built-up  Area
1,2,2,43.55,Ambegaon Budruk,1089,Super built-up  Area
1,2,2,43.55,Dhole Patil Road,1089,Super built-up  Area
1,2,2,43.55,Model colony,1089,Super built-up  Area
1,2,2,43.61,Bhandarkar Road,940,Super built-up  Area
1,2,2,43.66,Rasta Peth,999,Super built-up  Area
1,2,2,43.7,Lulla Nagar,814,Super built-up  Area
1,2,2,43.72,Bhandarkar Road,1121,Super built-up  Area
1,2,2,43.75,Raviwar Peth,896,Built-up  Area
1,2,2,43.75,Shivaji Nagar,1215,Super built-up  Area
1,2,2,43.76,Kothrud,1167,Super built-up  Area
1,2,2,43.91,Baner,1098,Super built-up  Area
1,2,2,43.92,Warje,1220,Super built-up  Area
1,2,2,44,Balaji Nagar,1240,Super built-up  Area
1,2,2,44,Bhandarkar Road,1000,Built-up  Area
1,2,2,44,Ghorpadi,1080,Super built-up  Area
1,2,2,44,Gokhale Nagar,950,Built-up  Area
1,2,2,44,Hadapsar Industrial Estate,1012,Super built-up  Area
1,2,2,44,Katraj,1027,Super built-up  Area
1,2,2,44,Kharadi,883,Super built-up  Area
1,2,2,44,Kondhwa,1125,Super built-up  Area
1,2,2,44,Kothrud,940,Super built-up  Area
1,2,2,44,Law College Road,1100,Super built-up  Area
1,2,2,44,Laxmi Road,1025,Super built-up  Area
1,2,2,44,Mahatma Gandhi Road,1000,Super built-up  Area
1,2,2,44,Mahatma Gandhi Road,1027,Super built-up  Area
1,2,2,44,Padmavati,1100,Super built-up  Area
1,2,2,44,Senapati Bapat Road,937,Built-up  Area
1,2,2,44,Senapati Bapat Road,1094,Super built-up  Area
1,2,2,44,Shukrawar Peth,1129,Super built-up  Area
1,2,2,44,Somwar Peth,972,Super built-up  Area
1,2,2,44,Somwar Peth,1048,Built-up  Area
1,2,2,44,Tilak Road,1100,Super built-up  Area
1,2,2,44.28,Guruwar peth,984,Super built-up  Area
1,2,2,44.3,Camp,1240,Super built-up  Area
1,2,2,44.4,Bopodi,1141,Super built-up  Area
1,2,2,44.4,Somwar Peth,1200,Super built-up  Area
1,2,2,44.41,Aundh,1050,Super built-up  Area
1,2,2,44.5,Dhole Patil Road,1020,Super built-up  Area
1,2,2,44.5,Ghorpadi,1113,Super built-up  Area
1,2,2,44.5,Kothrud,1000,Super built-up  Area
1,2,2,44.5,Law College Road,1025,Super built-up  Area
1,2,2,44.5,Pune Railway Station,1000,Built-up  Area
1,2,2,44.5,Warje,900,Super built-up  Area
1,2,2,44.55,Fergusson College Road,990,Super built-up  Area
1,2,2,44.55,Hadapsar Industrial Estate,1100,Super built-up  Area
1,2,2,44.6,Ghorpade Peth,1220,Super built-up  Area
1,2,2,44.75,Kothrud,1125,Super built-up  Area
1,2,2,44.8,Hingne Khurd,1400,Super built-up  Area
1,2,2,44.8,Laxmi Road,1196,Super built-up  Area
1,2,2,44.96,Padmavati,1215,Super built-up  Area
1,2,2,45,Alandi Road,1189,Built-up  Area
1,2,2,45,Ambegaon Budruk,883,Super built-up  Area
1,2,2,45,Ambegaon Budruk,1045,Super built-up  Area
1,2,2,45,Aundh,1100,Super built-up  Area
1,2,2,45,Aundh,1215,Super built-up  Area
1,2,2,45,Baner,1016,Super built-up  Area
1,2,2,45,Baner road,1053,Super built-up  Area
1,2,2,45,Bhandarkar Road,1165,Super built-up  Area
1,2,2,45,Bibvewadi,945,Super built-up  Area
1,2,2,45,Bopodi,1035,Super built-up  Area
1,2,2,45,Bund Garden Road,1000,Built-up  Area
1,2,2,45,Camp,883,Super built-up  Area
1,2,2,45,Camp,1050,Super built-up  Area
1,2,2,45,Camp,1107,Super built-up  Area
1,2,2,45,Chandan Nagar,1000,Super built-up  Area
1,2,2,45,Dapodi,1035,Super built-up  Area
1,2,2,45,Dhankawadi,1065,Built-up  Area
1,2,2,45,Dhayari Phata,720,Plot  Area
1,2,2,45,Fatima Nagar,1116,Super built-up  Area
1,2,2,45,Ganeshkhind,1127,Super built-up  Area
1,2,2,45,Ghorpade Peth,1026,Super built-up  Area
1,2,2,45,Ghorpadi,883,Super built-up  Area
1,2,2,45,Ghorpadi,1200,Plot  Area
1,2,2,45,Ghorpadi,1500,Plot  Area
1,2,2,45,Guruwar peth,950,Super built-up  Area
1,2,2,45,Guruwar peth,1200,Plot  Area
1,2,2,45,Guruwar peth,1200,Super built-up  Area
1,2,2,45,Hadapsar,1035,Built-up  Area
1,2,2,45,Hadapsar,1200,Plot  Area
1,2,2,45,Hadapsar Industrial Estate,827,Super built-up  Area
1,2,2,45,Hadapsar Industrial Estate,936,Super built-up  Area
1,2,2,45,Hingne Khurd,900,Built-up  Area
1,2,2,45,Kalyani Nagar,1225,Super built-up  Area
1,2,2,45,Karve Nagar,1095,Super built-up  Area
1,2,2,45,Katraj,960,Super built-up  Area
1,2,2,45,Khadki,900,Built-up  Area
1,2,2,45,Kondhwa,935,Super built-up  Area
1,2,2,45,Kondhwa Budruk,1050,Super built-up  Area
1,2,2,45,Kondhwa Khurd,900,Super built-up  Area
1,2,2,45,Kothrud,1200,Plot  Area
1,2,2,45,Mahatma Gandhi Road,850,Built-up  Area
1,2,2,45,Market yard,793,Built-up  Area
1,2,2,45,Mukund Nagar,1100,Super built-up  Area
1,2,2,45,Mundhawa,883,Super built-up  Area
1,2,2,45,Mundhawa,935,Super built-up  Area
1,2,2,45,Nagar Road,980,Built-up  Area
1,2,2,45,Nana Peth,1085,Super built-up  Area
1,2,2,45,Narayan Peth,1015,Super built-up  Area
1,2,2,45,Parvati Darshan,924,Built-up  Area
1,2,2,45,Parvati Darshan,1012,Super built-up  Area
1,2,2,45,Pashan,1000,Built-up  Area
1,2,2,45,Pashan,1000,Super built-up  Area
1,2,2,45,Paud Road,1375,Super built-up  Area
1,2,2,45,Pirangut,1000,Super built-up  Area
1,2,2,45,Prabhat Road,1100,Built-up  Area
1,2,2,45,Pune Railway Station,1100,Super built-up  Area
1,2,2,45,Rasta Peth,1070,Super built-up  Area
1,2,2,45,Rasta Peth,1095,Super built-up  Area
1,2,2,45,Salunke Vihar,910,Super built-up  Area
1,2,2,45,Sasson Road,985,Built-up  Area
1,2,2,45,Sasson Road,1016,Super built-up  Area
1,2,2,45,Senapati Bapat Road,900,Built-up  Area
1,2,2,45,Senapati Bapat Road,1139.7,Super built-up  Area
1,2,2,45,Shivaji Nagar,883,Built-up  Area
1,2,2,45,Shukrawar Peth,1020,Super built-up  Area
1,2,2,45,Shukrawar Peth,1200,Super built-up  Area
1,2,2,45,Sinhagad Road,1200,Super built-up  Area
1,2,2,45,Somwar Peth,883,Super built-up  Area
1,2,2,45,Somwar Peth,1100,Built-up  Area
1,2,2,45,Swargate,950,Super built-up  Area
1,2,2,45,Swargate,1080,Super built-up  Area
1,2,2,45,Uruli Devachi,1045,Super built-up  Area
1,2,2,45,Wadgaon Sheri,1015,Super built-up  Area
1,2,2,45,Wagholi,820,Built-up  Area
1,2,2,45,Wakadewadi,930,Super built-up  Area
1,2,2,45,Wakadewadi,965,Built-up  Area
1,2,2,45.2,Alandi Road,1130,Super built-up  Area
1,2,2,45.2,Nagar Road,1130,Super built-up  Area
1,2,2,45.36,Gultekdi,1134,Super built-up  Area
1,2,2,45.47,Deccan Gymkhana,980,Super built-up  Area
1,2,2,45.48,Katraj,1070,Super built-up  Area
1,2,2,45.5,Ghorpadi,1185,Super built-up  Area
1,2,2,45.5,Kalyani Nagar,1070,Super built-up  Area
1,2,2,45.5,Lulla Nagar,1028,Super built-up  Area
1,2,2,45.5,Shukrawar Peth,1070,Super built-up  Area
1,2,2,45.5,Vishrant Wadi,1215,Super built-up  Area
1,2,2,45.5,Wakadewadi,1260,Super built-up  Area
1,2,2,45.51,Mundhawa,1170,Super built-up  Area
1,2,2,45.68,Senapati Bapat Road,950,Super built-up  Area
1,2,2,45.75,Yerawada,984,Super built-up  Area
1,2,2,45.79,Ganesh Peth,1205,Super built-up  Area
1,2,2,45.82,Dhankawadi,845,Plot  Area
1,2,2,45.84,Anandnagar,1200,Plot  Area
1,2,2,45.84,Dapodi,1200,Plot  Area
1,2,2,45.84,Ghorpadi,1200,Super built-up  Area
1,2,2,45.9,Nana Peth,1022,Super built-up  Area
1,2,2,45.9,Parvati Darshan,935,Super built-up  Area
1,2,2,45.9,Parvati Darshan,1019,Super built-up  Area
1,2,2,45.9,Pirangut,1141,Super built-up  Area
1,2,2,45.9,Shukrawar Peth,1020,Super built-up  Area
1,2,2,45.9,Somwar Peth,1016,Built-up  Area
1,2,2,45.91,Alandi Road,984,Super built-up  Area
1,2,2,45.91,Ambegaon Budruk,984,Super built-up  Area
1,2,2,45.91,Nana Peth,984,Super built-up  Area
1,2,2,45.91,Raviwar Peth,984,Super built-up  Area
1,2,2,45.98,Uruli Devachi,1210,Super built-up  Area
1,2,2,45.99,Ambegaon Budruk,1150,Super built-up  Area
1,2,2,46,Anandnagar,1020,Super built-up  Area
1,2,2,46,Bopodi,929,Super built-up  Area
1,2,2,46,Bund Garden Road,1243,Super built-up  Area
1,2,2,46,Camp,1251,Super built-up  Area
1,2,2,46,Chandan Nagar,920,Super built-up  Area
1,2,2,46,Deccan Gymkhana,1150,Super built-up  Area
1,2,2,46,Fergusson College Road,1155,Super built-up  Area
1,2,2,46,Jangali Maharaj Road,900,Super built-up  Area
1,2,2,46,Jangali Maharaj Road,1000,Super built-up  Area
1,2,2,46,Karve Nagar,900,Super built-up  Area
1,2,2,46,Kasba Peth,1085,Super built-up  Area
1,2,2,46,Laxmi Road,1100,Super built-up  Area
1,2,2,46,Lulla Nagar,1100,Built-up  Area
1,2,2,46,Mahatma Gandhi Road,1065,Built-up  Area
1,2,2,46,Mahatma Gandhi Road,1090,Super built-up  Area
1,2,2,46,Mukund Nagar,1150,Super built-up  Area
1,2,2,46,Mukund Nagar,1243,Super built-up  Area
1,2,2,46,Mundhawa,1125,Built-up  Area
1,2,2,46,Nana Peth,1200,Super built-up  Area
1,2,2,46,Pashan,900,Super built-up  Area
1,2,2,46,Rasta Peth,1000,Super built-up  Area
1,2,2,46,Sahakar Nagar,1110,Built-up  Area
1,2,2,46,Sasson Road,1100,Built-up  Area
1,2,2,46,Satara Road,1060,Super built-up  Area
1,2,2,46,Vishrant Wadi,1141,Super built-up  Area
1,2,2,46,Wadgaon Sheri,1070,Super built-up  Area
1,2,2,46,Wagholi,1025,Built-up  Area
1,2,2,46.1,Swargate,1215,Super built-up  Area
1,2,2,46.13,Kharadi,1200,Plot  Area
1,2,2,46.13,Kondhwa Budruk,1200,Plot  Area
1,2,2,46.13,Paud Road,1200,Plot  Area
1,2,2,46.13,Shivaji Nagar,1200,Plot  Area
1,2,2,46.25,Sahakar Nagar,925,Built-up  Area
1,2,2,46.29,Hadapsar,900,Super built-up  Area
1,2,2,46.29,Swargate,1053,Super built-up  Area
1,2,2,46.33,Lulla Nagar,1130,Super built-up  Area
1,2,2,46.39,Budhwar Peth,1160,Super built-up  Area
1,2,2,46.39,Ganesh Peth,1160,Super built-up  Area
1,2,2,46.39,Katraj,1160,Super built-up  Area
1,2,2,46.5,Alandi Road,950,Super built-up  Area
1,2,2,46.5,Alandi Road,1020,Super built-up  Area
1,2,2,46.5,Bhavani Peth,925,Built-up  Area
1,2,2,46.5,Chandan Nagar,1085,Super built-up  Area
1,2,2,46.5,Ghorpadi,1145,Built-up  Area
1,2,2,46.5,Prabhat Road,1030,Super built-up  Area
1,2,2,46.5,Rasta Peth,1100,Super built-up  Area
1,2,2,46.55,Aundh Road,1225,Super built-up  Area
1,2,2,46.75,Camp,1100,Super built-up  Area
1,2,2,46.76,Erandwane,1075,Super built-up  Area
1,2,2,46.76,Padmavati,1075,Super built-up  Area
1,2,2,46.76,Wanowrie,1075,Super built-up  Area
1,2,2,46.79,Camp,1040,Super built-up  Area
1,2,2,46.79,Kasba Peth,1170,Super built-up  Area
1,2,2,46.8,Khadki,1235,Super built-up  Area
1,2,2,46.9,Vishrant Wadi,957,Super built-up  Area
1,2,2,46.96,Sahakar Nagar,950,Super built-up  Area
1,2,2,47,Balaji Nagar,1116,Built-up  Area
1,2,2,47,Baner road,1035,Super built-up  Area
1,2,2,47,Bibvewadi,1175,Super built-up  Area
1,2,2,47,Bopodi,1205,Super built-up  Area
1,2,2,47,Chandan Nagar,945,Super built-up  Area
1,2,2,47,Deccan Gymkhana,950,Super built-up  Area
1,2,2,47,Dhayari Phata,1125,Super built-up  Area
1,2,2,47,Ghorpade Peth,1125,Super built-up  Area
1,2,2,47,Hingne Khurd,1175,Super built-up  Area
1,2,2,47,Kalyani Nagar,1125,Super built-up  Area
1,2,2,47,Karve Nagar,1175,Super built-up  Area
1,2,2,47,Khadki,1225,Super built-up  Area
1,2,2,47,Laxmi Road,1251,Super built-up  Area
1,2,2,47,Manik Bagh,957,Super built-up  Area
1,2,2,47,Nana Peth,1100,Super built-up  Area
1,2,2,47,Padmavati,1070,Super built-up  Area
1,2,2,47,Pirangut,1125,Super built-up  Area
1,2,2,47,Sahakar Nagar,1125,Super built-up  Area
1,2,2,47,Satara Road,1200,Super built-up  Area
1,2,2,47,Shivaji Nagar,1174,Super built-up  Area
1,2,2,47,Swargate,957,Super built-up  Area
1,2,2,47.36,Mahatma Gandhi Road,1263,Super built-up  Area
1,2,2,47.39,Bopodi,1185,Super built-up  Area
1,2,2,47.39,Dapodi,1247,Super built-up  Area
1,2,2,47.4,Sinhagad Road,1251,Super built-up  Area
1,2,2,47.42,Swargate,1090,Super built-up  Area
1,2,2,47.5,Camp,1086,Super built-up  Area
1,2,2,47.65,Kondhwa Khurd,1125,Super built-up  Area
1,2,2,47.65,Senapati Bapat Road,982,Built-up  Area
1,2,2,47.74,Lulla Nagar,1085,Super built-up  Area
1,2,2,47.8,Hingne Khurd,1197,Super built-up  Area
1,2,2,47.8,Mangalwar peth,967,Built-up  Area
1,2,2,47.86,Khadaki,1065,Super built-up  Area
1,2,2,47.88,Swargate,1197,Super built-up  Area
1,2,2,47.88,Yerawada,1197,Super built-up  Area
1,2,2,48,Alandi Road,1100,Built-up  Area
1,2,2,48,Aundh,1100,Built-up  Area
1,2,2,48,Baner road,980,Super built-up  Area
1,2,2,48,Baner road,1170,Super built-up  Area
1,2,2,48,Bhandarkar Road,950,Super built-up  Area
1,2,2,48,Bhavani Peth,1136,Super built-up  Area
1,2,2,48,Budhwar Peth,1150,Built-up  Area
1,2,2,48,Ghorpadi,1080,Super built-up  Area
1,2,2,48,Hingne Khurd,1280,Super built-up  Area
1,2,2,48,Jangali Maharaj Road,3040,Plot  Area
1,2,2,48,Kalyani Nagar,929,Built-up  Area
1,2,2,48,Katraj,856,Built-up  Area
1,2,2,48,Khadaki,1060,Super built-up  Area
1,2,2,48,Kondhwa,995,Super built-up  Area
1,2,2,48,Kondhwa Budruk,1102,Super built-up  Area
1,2,2,48,Kondhwa Khurd,960,Super built-up  Area
1,2,2,48,Kondhwa Khurd,1190,Super built-up  Area
1,2,2,48,Lulla Nagar,1050,Built-up  Area
1,2,2,48,Mahatma Gandhi Road,1125,Super built-up  Area
1,2,2,48,Manik Bagh,1070,Super built-up  Area
1,2,2,48,Market yard,900,Plot  Area
1,2,2,48,Mukund Nagar,1046,Super built-up  Area
1,2,2,48,Mukund Nagar,1123,Super built-up  Area
1,2,2,48,Mukund Nagar,1202,Super built-up  Area
1,2,2,48,Narayangaon,1125,Super built-up  Area
1,2,2,48,Padmavati,880,Plot  Area
1,2,2,48,Parvati Darshan,1025,Built-up  Area
1,2,2,48,Parvati Darshan,1070,Super built-up  Area
1,2,2,48,Sadashiv Peth,1070,Super built-up  Area
1,2,2,48,Sasson Road,1200,Super built-up  Area
1,2,2,48,Satara Road,1060,Super built-up  Area
1,2,2,48,Swargate,1108,Super built-up  Area
1,2,2,48,Swargate,1175,Super built-up  Area
1,2,2,48,Uruli Devachi,1125,Super built-up  Area
1,2,2,48,Vadgaon Budruk,884,Super built-up  Area
1,2,2,48,Vadgaon Budruk,1053,Built-up  Area
1,2,2,48,Vadgaon Budruk,1162,Super built-up  Area
1,2,2,48,Viman Nagar,940,Super built-up  Area
1,2,2,48,Viman Nagar,1020,Super built-up  Area
1,2,2,48,Viman Nagar,1058,Super built-up  Area
1,2,2,48,Vishrant Wadi,1021,Super built-up  Area
1,2,2,48,Yerawada,1100,Super built-up  Area
1,2,2,48.06,Hadapsar,881,Super built-up  Area
1,2,2,48.23,Salunke Vihar,1206,Super built-up  Area
1,2,2,48.27,Vishrant Wadi,1010,Super built-up  Area
1,2,2,48.38,Laxmi Road,1075,Super built-up  Area
1,2,2,48.45,Bhandarkar Road,1020,Super built-up  Area
1,2,2,48.45,Gultekdi,1020,Super built-up  Area
1,2,2,48.5,Bund Garden Road,1060,Super built-up  Area
1,2,2,48.5,Dhankawadi,1040,Super built-up  Area
1,2,2,48.5,Sahakar Nagar,1000,Super built-up  Area
1,2,2,48.5,Satara Road,1153,Super built-up  Area
1,2,2,48.5,Shukrawar Peth,1150,Super built-up  Area
1,2,2,48.6,Mahatma Gandhi Road,1190,Super built-up  Area
1,2,2,48.66,Mahatma Gandhi Road,1060,Super built-up  Area
1,2,2,48.7,Balaji Nagar,1140,Super built-up  Area
1,2,2,48.7,Sadashiv Peth,1060,Super built-up  Area
1,2,2,48.72,Market yard,1175,Super built-up  Area
1,2,2,48.75,Kasba Peth,1161,Super built-up  Area
1,2,2,48.79,Market yard,1128,Super built-up  Area
1,2,2,48.79,Shivaji Nagar,1128,Super built-up  Area
1,2,2,48.86,Budhwar Peth,1040,Super built-up  Area
1,2,2,48.95,Bhavani Peth,1020,Super built-up  Area
1,2,2,49,Ambegaon Budruk,1089,Super built-up  Area
1,2,2,49,Anandnagar,966,Super built-up  Area
1,2,2,49,Baner,985,Super built-up  Area
1,2,2,49,Baner road,1208,Super built-up  Area
1,2,2,49,Bibvewadi,987,Super built-up  Area
1,2,2,49,Bund Garden Road,919,Built-up  Area
1,2,2,49,Camp,1151,Super built-up  Area
1,2,2,49,Chandan Nagar,883,Super built-up  Area
1,2,2,49,Dapodi,1020,Super built-up  Area
1,2,2,49,Guruwar peth,956,Built-up  Area
1,2,2,49,Hadapsar Industrial Estate,1200,Super built-up  Area
1,2,2,49,Jangali Maharaj Road,1028,Built-up  Area
1,2,2,49,Karve Nagar,1179,Super built-up  Area
1,2,2,49,Laxmi Road,1185,Built-up  Area
1,2,2,49,Mangalwar peth,918,Built-up  Area
1,2,2,49,Mundhawa,1025,Super built-up  Area
1,2,2,49,Narayan Peth,1097,Super built-up  Area
1,2,2,49,Navi Peth,883,Super built-up  Area
1,2,2,49,Senapati Bapat Road,1004,Super built-up  Area
1,2,2,49,Senapati Bapat Road,1160,Super built-up  Area
1,2,2,49,Shukrawar Peth,1080,Super built-up  Area
1,2,2,49,Vishrant Wadi,1150,Built-up  Area
1,2,2,49,Wagholi,940,Super built-up  Area
1,2,2,49,Wakadewadi,1092,Super built-up  Area
1,2,2,49.02,Khadki,1290,Super built-up  Area
1,2,2,49.07,Guruwar peth,1133,Super built-up  Area
1,2,2,49.27,Dapodi,1140,Super built-up  Area
1,2,2,49.27,Dhole Patil Road,1010,Super built-up  Area
1,2,2,49.27,Lulla Nagar,1060,Super built-up  Area
1,2,2,49.3,Mangalwar peth,1235,Super built-up  Area
1,2,2,49.35,Koregaon Park,1030,Super built-up  Area
1,2,2,49.39,Bhavani Peth,1140,Super built-up  Area
1,2,2,49.43,Bund Garden Road,1111,Super built-up  Area
1,2,2,49.49,Fatima Nagar,1100,Super built-up  Area
1,2,2,49.5,Budhwar Peth,790,Super built-up  Area
1,2,2,49.5,Ghorpade Peth,1000,Super built-up  Area
1,2,2,49.5,Khadki,1200,Super built-up  Area
1,2,2,49.5,Lulla Nagar,1050,Built-up  Area
1,2,2,49.5,Nagar Road,1200,Super built-up  Area
1,2,2,49.5,Raviwar Peth,703,Super built-up  Area
1,2,2,49.5,Sasson Road,1200,Super built-up  Area
1,2,2,49.5,Sinhagad Road,901,Super built-up  Area
1,2,2,49.61,Ganesh Peth,1165,Super built-up  Area
1,2,2,49.65,Lulla Nagar,1070,Super built-up  Area
1,2,2,49.75,Dhole Patil Road,1280,Super built-up  Area
1,2,2,49.8,Kondhwa Khurd,995,Super built-up  Area
1,2,2,49.8,Pashan,1116,Super built-up  Area
1,2,2,49.87,Guruwar peth,1050,Super built-up  Area
1,2,2,49.9,Uruli Devachi,1297,Built-up  Area
1,2,2,49.95,Senapati Bapat Road,1026,Super built-up  Area
1,2,2,49.97,Kondhwa Budruk,985,Super built-up  Area
1,2,2,49.97,Padmavati,985,Super built-up  Area
1,2,2,49.98,Fergusson College Road,1190,Super built-up  Area
1,2,2,50,Alandi Road,1100,Built-up  Area
1,2,2,50,Ambegaon Budruk,1036,Super built-up  Area
1,2,2,50,Balaji Nagar,1320,Super built-up  Area
1,2,2,50,Baner,1005,Super built-up  Area
1,2,2,50,Baner,1113,Super built-up  Area
1,2,2,50,Baner road,1050,Built-up  Area
1,2,2,50,Baner road,1200,Super built-up  Area
1,2,2,50,Bhavani Peth,1040,Super built-up  Area
1,2,2,50,Bibvewadi,975,Super built-up  Area
1,2,2,50,Bibvewadi,1300,Super built-up  Area
1,2,2,50,Bibvewadi,1500,Super built-up  Area
1,2,2,50,Budhwar Peth,1040,Super built-up  Area
1,2,2,50,Budhwar Peth,1070,Super built-up  Area
1,2,2,50,Budhwar Peth,1115,Super built-up  Area
1,2,2,50,Budhwar Peth,1197,Built-up  Area
1,2,2,50,Bund Garden Road,1141,Super built-up  Area
1,2,2,50,Bund Garden Road,1230,Super built-up  Area
1,2,2,50,Camp,1030,Built-up  Area
1,2,2,50,Chandan Nagar,1111,Super built-up  Area
1,2,2,50,Dapodi,1000,Super built-up  Area
1,2,2,50,Deccan Gymkhana,976,Super built-up  Area
1,2,2,50,Dehu Road,1310,Built-up  Area
1,2,2,50,Dhayari Phata,1062,Super built-up  Area
1,2,2,50,Dhayari Phata,1129,Super built-up  Area
1,2,2,50,Dhole Patil Road,1120,Built-up  Area
1,2,2,50,Dhole Patil Road,1185,Super built-up  Area
1,2,2,50,Erandwane,1101,Super built-up  Area
1,2,2,50,Fatima Nagar,1307,Super built-up  Area
1,2,2,50,Ganesh Peth,1925,Super built-up  Area
1,2,2,50,Ganeshkhind,1025,Super built-up  Area
1,2,2,50,Gultekdi,1077,Super built-up  Area
1,2,2,50,Karve Nagar,1115,Super built-up  Area
1,2,2,50,Karve Nagar,1210,Super built-up  Area
1,2,2,50,Karve Road,1050,Super built-up  Area
1,2,2,50,Kasba Peth,905,Super built-up  Area
1,2,2,50,Katraj,1010,Super built-up  Area
1,2,2,50,Khadaki,1200,Super built-up  Area
1,2,2,50,Khadki,927,Carpet  Area
1,2,2,50,Khadki,1039,Super built-up  Area
1,2,2,50,Laxmi Road,1270,Super built-up  Area
1,2,2,50,Lulla Nagar,1250,Super built-up  Area
1,2,2,50,Narayangaon,1236,Built-up  Area
1,2,2,50,Padmavati,1188,Super built-up  Area
1,2,2,50,Pirangut,923,Super built-up  Area
1,2,2,50,Pirangut,1000,Super built-up  Area
1,2,2,50,Prabhat Road,1200,Super built-up  Area
1,2,2,50,Pune Railway Station,1100,Built-up  Area
1,2,2,50,Rasta Peth,1050,Super built-up  Area
1,2,2,50,Rasta Peth,1105,Super built-up  Area
1,2,2,50,Rasta Peth,1116,Super built-up  Area
1,2,2,50,Raviwar Peth,1070,Super built-up  Area
1,2,2,50,Raviwar Peth,1251,Super built-up  Area
1,2,2,50,Sahakar Nagar,1115,Super built-up  Area
1,2,2,50,Satara Road,1209,Super built-up  Area
1,2,2,50,Senapati Bapat Road,1115,Super built-up  Area
1,2,2,50,Shivaji Nagar,1076,Built-up  Area
1,2,2,50,Somwar Peth,1000,Built-up  Area
1,2,2,50,Somwar Peth,1175,Super built-up  Area
1,2,2,50,Uruli Devachi,883,Built-up  Area
1,2,2,50,Uruli Devachi,1060,Built-up  Area
1,2,2,50,Vadgaon Budruk,1000,Super built-up  Area
1,2,2,50,Vadgaon Budruk,1115,Super built-up  Area
1,2,2,50,Vadgaon Budruk,1190,Super built-up  Area
1,2,2,50,Vishrant Wadi,1085,Super built-up  Area
1,2,2,50,Vishrant Wadi,1127,Super built-up  Area
1,2,2,50,Vishrant Wadi,1146,Super built-up  Area
1,2,2,50,Wadgaon Sheri,1100,Built-up  Area
1,2,2,50,Wadgaon Sheri,1100,Super built-up  Area
1,2,2,50,Wakadewadi,950,Super built-up  Area
1,2,2,50,Wakadewadi,1000,Super built-up  Area
1,2,2,50.11,Somwar Peth,1169,Super built-up  Area
1,2,2,50.17,Anandnagar,985,Super built-up  Area
1,2,2,50.17,Chandan Nagar,985,Super built-up  Area
1,2,2,50.18,Fatima Nagar,1026,Super built-up  Area
1,2,2,50.3,Mukund Nagar,1200,Super built-up  Area
1,2,2,50.36,Laxmi Road,1030,Super built-up  Area
1,2,2,50.49,Model colony,918,Built-up  Area
1,2,2,50.53,Bhandarkar Road,1011,Super built-up  Area
1,2,2,50.6,Balaji Nagar,983,Super built-up  Area
1,2,2,50.63,Paud Road,823,Carpet  Area
1,2,2,50.66,Bhavani Peth,1140,Super built-up  Area
1,2,2,50.66,Kalyani Nagar,1140,Super built-up  Area
